Freq (Hz)	SE_unstirred(dB)	SE_stirred(dB)	SE_tot	<SE point (dB)>	Stdev(SE point (dB))
2550000000	34.426	30.342289	31.392	31.254	7.834
2600000000	31.958	28.617227	29.756	29.416	7.525
2650000000	27.568	25.365482	26.412	26.811	7.475
2700000000	25.120	28.133879	27.309	27.625	8.149
2750000000	27.874	29.290607	28.987	28.462	7.757
2800000000	23.053	27.011194	25.707	25.970	7.989
2850000000	18.327	25.035956	22.000	20.859	7.038
2900000000	12.402	22.740203	16.890	15.291	5.753
2950000000	16.000	23.017429	19.950	18.906	6.323
3000000000	10.630	22.352486	20.695	20.426	7.525
3050000000	18.020	20.250271	19.965	19.847	8.033
3100000000	13.186	19.537681	17.544	16.917	6.942
3150000000	7.968	16.156432	14.205	14.229	8.273
3200000000	2.460	11.831068	9.390	9.173	7.564
3250000000	9.001	12.442525	11.200	10.798	6.846
3300000000	-4.326	8.481500	6.033	5.933	7.314
3350000000	3.347	5.763990	4.989	5.059	7.074
3400000000	3.298	4.196928	4.074	4.537	7.744
3450000000	-4.675	5.534868	3.181	2.848	7.832
3500000000	-4.280	10.806148	5.105	3.763	6.320
3550000000	-0.882	9.744222	5.732	4.599	6.935
3600000000	1.611	9.156578	6.806	6.672	6.976
3650000000	16.635	13.284765	13.808	13.167	7.005
3700000000	18.452	15.546749	15.766	15.321	8.197
3750000000	18.017	18.624615	18.548	18.168	8.415
3800000000	12.431	18.099535	17.031	15.472	7.148
3850000000	9.530	21.044488	19.684	19.649	7.811
3900000000	13.610	23.702511	19.678	19.063	6.449
3950000000	11.081	22.519789	18.321	17.309	7.175
4000000000	21.636	23.880745	22.856	22.711	5.996
4050000000	27.319	24.003648	24.280	24.387	7.267
4100000000	4.442	23.972581	21.898	22.050	6.673
4150000000	16.729	25.821045	21.526	21.367	7.840
4200000000	10.798	26.726712	22.336	20.496	7.803
4250000000	15.812	26.668246	22.682	21.238	8.952
4300000000	8.623	27.156411	20.251	17.962	7.333
4350000000	11.431	27.871422	21.329	19.381	6.673
4400000000	16.384	29.911485	24.103	22.931	6.673
4450000000	8.729	29.465845	25.038	23.985	6.963
4500000000	3.764	28.340365	22.214	20.122	7.237
4550000000	6.329	28.155030	21.343	20.610	5.516
4600000000	11.088	29.879337	21.856	20.243	5.903
4650000000	17.592	30.266827	24.653	22.599	7.478
4700000000	15.385	28.450391	22.693	21.146	6.455
4750000000	12.574	27.936320	22.866	21.259	8.113
4800000000	14.018	27.639487	22.420	20.958	6.403
4850000000	2.073	27.984021	21.484	20.354	5.890
4900000000	6.509	28.045725	23.381	22.513	7.315
4950000000	17.253	25.543285	25.008	24.936	8.841
5000000000	5.040	24.432327	22.980	22.592	7.527
5050000000	14.001	22.067801	20.485	20.460	6.488
5100000000	12.565	23.033594	20.668	20.156	7.600
5150000000	9.735	21.265762	18.188	18.359	7.655
5200000000	6.086	17.091000	13.450	13.173	6.572
5250000000	10.423	14.570035	12.863	12.838	8.179
5300000000	20.692	10.881548	11.748	11.860	7.495
5350000000	-8.642	5.890355	3.792	4.114	7.993
5400000000	-19.618	0.224008	-4.198	-5.647	7.684
5450000000	-1.487	3.499498	2.966	2.379	9.059
5500000000	-5.337	4.699727	1.255	-0.428	8.393
5550000000	-6.018	6.980315	2.299	0.488	6.734
5600000000	-0.223	8.299917	4.581	4.521	6.559
5650000000	2.408	11.332736	6.287	5.155	5.678
5700000000	0.836	11.277398	6.365	5.392	5.810
5750000000	3.584	11.874200	8.252	6.633	6.526
5800000000	3.734	10.788026	8.578	8.752	7.146
5850000000	6.103	12.185989	10.751	11.108	8.246
5900000000	6.335	13.591219	11.416	10.616	7.506
5950000000	12.439	15.105965	14.574	14.775	8.454
6000000000	14.445	15.443706	15.059	14.985	7.194
6050000000	11.695	14.818119	13.359	13.206	6.892
6100000000	12.059	17.259056	14.444	13.534	7.198
6150000000	10.052	14.992712	12.743	12.355	7.215
6200000000	15.927	17.014518	16.543	16.591	6.469
6250000000	15.738	17.564087	16.477	15.994	7.112
6300000000	19.563	19.751878	19.662	19.379	7.208
6350000000	18.904	19.197299	19.025	18.870	7.330
6400000000	11.298	19.164805	14.841	13.264	6.780
6450000000	13.821	18.036752	15.264	14.123	6.575
6500000000	16.328	19.735692	17.821	17.715	6.637
6550000000	21.364	18.770967	20.012	20.765	8.329
6600000000	18.004	17.260033	17.679	18.017	7.014
6650000000	12.018	15.782523	13.509	12.679	7.086
6700000000	10.524	14.987139	11.883	10.963	5.660
6750000000	10.033	13.085060	10.961	10.093	6.062
6800000000	7.066	10.943506	8.180	7.495	6.032
6850000000	1.547	4.379662	2.719	1.991	6.482
6900000000	0.349	2.968975	1.130	0.828	4.711
6950000000	3.406	6.751384	4.386	3.600	5.331
7000000000	3.334	9.845348	5.101	4.033	5.461
7050000000	6.924	10.318831	7.803	6.644	5.770
7100000000	6.613	12.765699	8.103	7.017	5.386
7150000000	8.667	12.624594	9.422	8.563	4.755
7200000000	8.191	15.000395	9.406	8.252	4.652
7250000000	6.293	13.938284	7.845	6.303	5.489
7300000000	6.506	14.073013	8.009	6.629	5.358
7350000000	7.124	12.477024	8.016	7.080	4.526
7400000000	6.681	12.500820	7.733	6.774	4.456
7450000000	7.616	9.646545	8.041	7.897	4.316
7500000000	4.999	9.837883	5.943	5.490	3.599
7550000000	3.348	7.968364	4.189	3.186	5.320
7600000000	3.209	6.900815	3.899	3.355	3.867
7650000000	2.314	4.040588	2.677	2.137	5.000
7700000000	-1.182	1.712634	-0.492	-0.684	4.724
7750000000	2.693	1.551288	2.387	2.636	6.560
7800000000	1.191	3.702609	1.632	1.007	4.407
7850000000	5.530	7.414175	5.856	5.573	4.825
7900000000	10.893	9.746190	10.661	10.937	4.769
7950000000	9.832	12.653043	10.461	9.835	4.861
8000000000	9.317	14.450804	10.602	9.756	4.797
8050000000	13.894	16.091910	14.279	14.040	3.798
8100000000	18.295	16.706981	17.865	18.279	5.368
8150000000	16.909	17.066701	16.961	16.521	5.436
8200000000	18.262	18.605342	18.329	18.278	4.211
8250000000	15.485	17.815242	16.085	15.500	5.610
8300000000	17.319	16.158136	17.061	17.263	4.852
8350000000	18.800	17.295756	18.353	18.391	5.822
8400000000	19.911	18.309535	19.289	18.908	7.339
8450000000	14.342	16.963779	15.167	15.374	5.315
8500000000	16.245	15.627441	16.064	16.379	6.793
8550000000	14.080	15.424944	14.462	14.188	5.451
8600000000	15.542	14.396391	15.198	15.318	6.031
8650000000	7.074	12.037906	8.423	7.611	6.643
8700000000	5.065	10.183509	6.154	5.212	5.294
8750000000	0.864	6.763110	2.011	1.071	4.718
