Freq (Hz)	SE_unstirred(dB)	SE_stirred(dB)	SE_tot	<SE point (dB)>	Stdev(SE point (dB))
18800000000	9.106	6.679018	8.600	9.055	4.624
18850000000	6.565	4.584301	6.261	6.790	3.950
18900000000	7.850	5.993662	7.578	7.650	4.779
18950000000	5.950	7.185588	6.262	5.665	5.789
19000000000	10.734	5.807561	9.416	11.032	6.234
19050000000	6.447	4.873454	6.106	6.277	4.935
19100000000	7.138	4.371154	6.715	7.458	4.313
19150000000	4.869	5.785592	4.981	4.930	3.280
19200000000	6.446	5.893011	6.352	6.258	4.747
19250000000	11.507	7.237803	10.650	11.334	4.502
19300000000	8.456	6.876416	8.183	8.564	4.307
19350000000	7.297	6.609612	7.195	7.368	3.674
19400000000	11.027	4.317543	9.368	10.894	5.639
19450000000	17.523	1.674203	10.067	12.244	6.143
19500000000	10.249	5.372648	9.460	10.310	3.730
19550000000	7.675	5.783392	7.450	7.819	3.825
19600000000	7.995	6.536611	7.817	7.925	3.294
19650000000	9.073	10.242227	9.180	9.081	2.703
19700000000	12.451	10.948691	12.308	12.401	2.652
19750000000	12.992	10.790818	12.818	12.921	2.759
19800000000	8.984	12.576975	9.255	8.928	2.797
19850000000	10.393	12.833357	10.554	10.308	2.450
19900000000	12.363	15.097521	12.523	12.273	2.463
19950000000	11.331	14.465331	11.512	11.356	2.088
20000000000	10.378	13.445608	10.523	10.380	1.906
